contract_preamble,date,strike,yes_price,daily_volume,expiry_date,adjusted_yes_price,probability
U3-23DEC,2023-12-30,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23DEC,2023-12-31,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23DEC,2024-01-01,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23DEC,2024-01-02,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23DEC,2024-01-03,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23DEC,2024-01-04,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23DEC,2024-01-05,3.1999999999999997,NA,NA,2024-01-05,NA,0
U3-23FEB,2023-02-12,3.1999999999999997,NA,NA,2023-03-10,NA,19.387755102040817
U3-23FEB,2023-02-13,3.1999999999999997,NA,NA,2023-03-10,NA,19.387755102040817
U3-23FEB,2023-02-14,3.1999999999999997,NA,NA,2023-03-10,NA,19.387755102040817
U3-23FEB,2023-02-15,3.1999999999999997,NA,NA,2023-03-10,NA,18.367346938775512
U3-23MAR,2023-03-13,3.1999999999999997,NA,NA,2023-04-07,NA,7.142857142857143
U3-23MAR,2023-03-14,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-15,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-16,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-17,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-18,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-19,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-20,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-21,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-22,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-23,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-24,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-25,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-26,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-27,3.1999999999999997,NA,NA,2023-04-07,NA,6.122448979591836
U3-23MAR,2023-03-28,3.1999999999999997,NA,NA,2023-04-07,NA,5.1020408163265305
U3-23MAR,2023-03-29,3.1999999999999997,NA,NA,2023-04-07,NA,5.1020408163265305
U3-23MAR,2023-03-30,3.1999999999999997,NA,NA,2023-04-07,NA,5.1020408163265305
U3-23MAR,2023-03-31,3.1999999999999997,NA,NA,2023-04-07,NA,5.1020408163265305
U3-23MAR,2023-04-01,3.1999999999999997,NA,NA,2023-04-07,NA,5.1020408163265305
U3-23MAR,2023-04-02,3.1999999999999997,NA,NA,2023-04-07,NA,5.1020408163265305
U3-23MAR,2023-04-03,3.1999999999999997,NA,NA,2023-04-07,NA,2.0408163265306123
U3-23MAR,2023-04-04,3.1999999999999997,NA,NA,2023-04-07,NA,3.061224489795918
U3-23MAR,2023-04-05,3.1999999999999997,NA,NA,2023-04-07,NA,1.0204081632653061
U3-23MAR,2023-04-06,3.1999999999999997,NA,NA,2023-04-07,NA,2.0408163265306123
U3-23MAR,2023-04-07,3.1999999999999997,NA,NA,2023-04-07,NA,2.0408163265306123
U3-23MAY,2023-05-05,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-06,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-07,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-08,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-09,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-10,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-11,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-12,3.1999999999999997,NA,NA,2023-06-02,NA,13.26530612244898
U3-23MAY,2023-05-13,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-14,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-15,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857144
U3-23MAY,2023-05-16,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857144
U3-23MAY,2023-05-17,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857144
U3-23MAY,2023-05-18,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857144
U3-23MAY,2023-05-19,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857144
U3-23MAY,2023-05-20,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857144
U3-23MAY,2023-05-21,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-22,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-23,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-24,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-25,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-26,3.1999999999999997,NA,NA,2023-06-02,NA,10.204081632653061
U3-23MAY,2023-05-27,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-28,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-29,3.1999999999999997,NA,NA,2023-06-02,NA,7.142857142857143
U3-23MAY,2023-05-30,3.1999999999999997,NA,NA,2023-06-02,NA,11.224489795918368
U3-23MAY,2023-05-31,3.1999999999999997,NA,NA,2023-06-02,NA,11.22448979591837
U3-23MAY,2023-06-01,3.1999999999999997,NA,NA,2023-06-02,NA,18.367346938775512
U3-23MAY,2023-06-02,3.1999999999999997,NA,NA,2023-06-02,NA,18.367346938775512
U3-24JAN,2024-01-03,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-01-04,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-01-05,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-01-06,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-07,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-08,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-09,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-10,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-11,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-12,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JAN,2024-01-13,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-14,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-15,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-16,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-17,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-18,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-19,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-20,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-21,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-22,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-23,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-24,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-25,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-26,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-27,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-28,3.1999999999999997,NA,NA,2024-02-02,NA,1.0204081632653061
U3-24JAN,2024-01-29,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-01-30,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-01-31,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-02-01,3.1999999999999997,NA,NA,2024-02-02,NA,2.0408163265306123
U3-24JAN,2024-02-02,3.1999999999999997,NA,NA,2024-02-02,NA,0
U3-24JUN,2024-07-04,3.1999999999999997,NA,NA,2024-07-05,NA,0
U3-24JUN,2024-07-05,3.1999999999999997,NA,NA,2024-07-05,NA,0
U3-23FEB,2023-02-16,3.2,95,97,2023-03-10,95,14.285714285714286
U3-23FEB,2023-02-17,3.2,95,5,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-18,3.2,95,0,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-19,3.2,95,0,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-20,3.2,95,0,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-21,3.2,95,0,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-22,3.2,95,0,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-23,3.2,95,96,2023-03-10,95,12.244897959183673
U3-23FEB,2023-02-24,3.2,94,1,2023-03-10,94,7.142857142857143
U3-23FEB,2023-02-25,3.2,97,1,2023-03-10,97,10.204081632653061
U3-23FEB,2023-02-26,3.2,97,0,2023-03-10,97,10.204081632653061
U3-23FEB,2023-02-27,3.2,97,210,2023-03-10,97,11.224489795918368
U3-23FEB,2023-02-28,3.2,97,1,2023-03-10,97,11.224489795918368
U3-23FEB,2023-03-01,3.2,97,0,2023-03-10,97,12.244897959183673
U3-23FEB,2023-03-02,3.2,96,50,2023-03-10,96,11.224489795918368
U3-23FEB,2023-03-03,3.2,96,0,2023-03-10,96,13.26530612244898
U3-23FEB,2023-03-04,3.2,97,200,2023-03-10,97,11.224489795918368
U3-23FEB,2023-03-05,3.2,97,0,2023-03-10,97,11.224489795918368
U3-23FEB,2023-03-06,3.2,96,33,2023-03-10,96,11.224489795918368
U3-23FEB,2023-03-07,3.2,96,0,2023-03-10,96,12.244897959183673
U3-23FEB,2023-03-08,3.2,96,0,2023-03-10,96,16.3265306122449
U3-23FEB,2023-03-09,3.2,95,224,2023-03-10,95,19.387755102040817
U3-23FEB,2023-03-10,3.2,99,25,2023-03-10,99,23.46938775510204
KXU3-24NOV,2024-11-06,3.3,95,1001,2024-12-06,95,0
KXU3-24NOV,2024-11-07,3.3,99,12,2024-12-06,99,0
KXU3-24NOV,2024-11-08,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-09,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-10,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-11,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-12,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-13,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-14,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-15,3.3,99,100,2024-12-06,99,0
KXU3-24NOV,2024-11-16,3.3,99,100,2024-12-06,99,0
KXU3-24NOV,2024-11-17,3.3,99,1000,2024-12-06,99,0
KXU3-24NOV,2024-11-18,3.3,99,2000,2024-12-06,99,0
KXU3-24NOV,2024-11-19,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-20,3.3,99,3500,2024-12-06,99,0
KXU3-24NOV,2024-11-21,3.3,99,3958,2024-12-06,99,0
KXU3-24NOV,2024-11-22,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-23,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-24,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-25,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-26,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-27,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-28,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-29,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-11-30,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-12-01,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-12-02,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-12-03,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-12-04,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-12-05,3.3,99,0,2024-12-06,99,0
KXU3-24NOV,2024-12-06,3.3,99,0,2024-12-06,99,0
U3-22APR,2022-04-06,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-07,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-08,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-09,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-10,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-11,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-12,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-13,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-14,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-15,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-16,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-17,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-18,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-19,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-20,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-21,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-22,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-23,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-24,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-25,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-26,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-27,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-28,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-29,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-04-30,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-05-01,3.3,NA,NA,2022-05-06,NA,32.6530612244898
U3-22APR,2022-05-02,3.3,93,911,2022-05-06,93,26.53061224489796
U3-22APR,2022-05-03,3.3,93,238,2022-05-06,93,29.591836734693878
U3-22APR,2022-05-04,3.3,93,0,2022-05-06,93,29.591836734693878
U3-22APR,2022-05-05,3.3,94,748,2022-05-06,94,30.612244897959183
U3-22APR,2022-05-06,3.3,97,1958,2022-05-06,97,24.489795918367346
U3-22AUG,2022-08-05,3.3,NA,NA,2022-09-02,NA,19.387755102040817
U3-22AUG,2022-08-06,3.3,NA,NA,2022-09-02,NA,19.387755102040817
U3-22AUG,2022-08-07,3.3,NA,NA,2022-09-02,NA,19.387755102040817
U3-22AUG,2022-08-08,3.3,NA,NA,2022-09-02,NA,24.489795918367346
U3-22AUG,2022-08-09,3.3,NA,NA,2022-09-02,NA,22.448979591836736
U3-22AUG,2022-08-10,3.3,NA,NA,2022-09-02,NA,25.510204081632654
U3-22AUG,2022-08-11,3.3,NA,NA,2022-09-02,NA,33.673469387755105
U3-22AUG,2022-08-12,3.3,NA,NA,2022-09-02,NA,38.775510204081634
U3-22AUG,2022-08-13,3.3,NA,NA,2022-09-02,NA,35.714285714285715
U3-22AUG,2022-08-14,3.3,NA,NA,2022-09-02,NA,34.69387755102041
U3-22AUG,2022-08-15,3.3,NA,NA,2022-09-02,NA,34.69387755102041
U3-22AUG,2022-08-16,3.3,NA,NA,2022-09-02,NA,34.69387755102041
U3-22AUG,2022-08-17,3.3,NA,NA,2022-09-02,NA,30.612244897959183
U3-22AUG,2022-08-18,3.3,NA,NA,2022-09-02,NA,32.6530612244898
U3-22AUG,2022-08-19,3.3,NA,NA,2022-09-02,NA,34.69387755102041
U3-22AUG,2022-08-20,3.3,NA,NA,2022-09-02,NA,33.673469387755105
U3-22AUG,2022-08-21,3.3,NA,NA,2022-09-02,NA,33.673469387755105
U3-22AUG,2022-08-22,3.3,NA,NA,2022-09-02,NA,33.673469387755105
U3-22AUG,2022-08-23,3.3,NA,NA,2022-09-02,NA,28.571428571428573
U3-22AUG,2022-08-24,3.3,NA,NA,2022-09-02,NA,28.571428571428573
U3-22AUG,2022-08-25,3.3,NA,NA,2022-09-02,NA,27.551020408163264
U3-22AUG,2022-08-26,3.3,NA,NA,2022-09-02,NA,29.591836734693878
U3-22AUG,2022-08-27,3.3,NA,NA,2022-09-02,NA,29.591836734693878
U3-22AUG,2022-08-28,3.3,NA,NA,2022-09-02,NA,29.591836734693878
U3-22AUG,2022-08-29,3.3,NA,NA,2022-09-02,NA,29.591836734693878
U3-22AUG,2022-08-30,3.3,NA,NA,2022-09-02,NA,26.53061224489796
U3-22AUG,2022-08-31,3.3,NA,NA,2022-09-02,NA,19.387755102040817
U3-22AUG,2022-09-01,3.3,NA,NA,2022-09-02,NA,20.408163265306122
U3-22AUG,2022-09-02,3.3,NA,NA,2022-09-02,NA,24.489795918367346
U3-22DEC,2022-12-07,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-08,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-09,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-10,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-11,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-12,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-13,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-14,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-15,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-16,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-17,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-18,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-19,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-20,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-21,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-22,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-23,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-24,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-25,3.3,NA,NA,2023-01-06,NA,2.0408163265306123
U3-22DEC,2022-12-26,3.3,NA,NA,2023-01-06,NA,0
U3-22DEC,2022-12-27,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2022-12-28,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2022-12-29,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2022-12-30,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2022-12-31,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2023-01-01,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2023-01-02,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
U3-22DEC,2023-01-03,3.3,NA,NA,2023-01-06,NA,1.0204081632653061
